year,sex,city,longitude,latitude,wing length,body mass,body size index,urbanization,annual temperature,annual precipitation
2015,Female,Changchun,125.3147,43.90622,112.3333333,16.21,0.051415275,100,6.08,50.43
2015,Male,Changchun,125.3147,43.90622,119.8333333,15.39,-0.052537173,100,6.08,50.43
2015,Male,Changchun,125.3147,43.90622,116.8333333,14.52,-0.090313111,100,6.08,50.43
2015,Female,Changchun,125.3147,43.90622,113.1666667,17.04,0.095399101,100,6.08,50.43
2015,Male,Changchun,125.3147,43.90622,114,14.04,-0.104161715,100,6.08,50.43
2015,Female,Changchun,125.3147,43.90622,114.6666667,14.79,-0.056815983,100,6.08,50.43
2015,Female,Changchun,125.3147,43.90622,120.3333333,14.57,-0.11064324,100,6.08,50.43
2015,Male,Changchun,125.3147,43.90622,111.3333333,15.99,0.044950649,100,6.08,50.43
2015,Male,Changchun,125.3147,43.90622,120,14.95,-0.082662953,100,6.08,50.43
2015,Female,Changchun,125.3147,43.90622,113,15.85,0.024191839,100,6.08,50.43
2015,Female,Changchun,125.315,43.90595,121.8333333,14.57,-0.120618503,100,6.08,50.43
2015,Female,Changchun,125.315,43.90595,115.5,15.38,-0.023529988,100,6.08,50.43
2015,Male,Changchun,125.315,43.90595,115,14.93,-0.049731994,100,6.08,50.43
2015,Male,Changchun,125.315,43.90595,115.5,15.41,-0.021581303,100,6.08,50.43
2015,Female,Changchun,125.315,43.90595,112.5,20.01,0.260825292,100,6.08,50.43
2015,Male,Changchun,125.315,43.90595,117.3333333,14.56,-0.091000726,100,6.08,50.43
2015,Female,Changchun,125.315,43.90595,112.8333333,14.24,-0.081734246,100,6.08,50.43
2015,Female,Changchun,125.3278,43.88126,117,16.51,0.036978288,100,5.85,50.3
2015,Male,Changchun,125.3278,43.88126,113,14.37,-0.073834961,100,5.85,50.3
2015,Female,Changchun,125.3278,43.88126,114.5,14.52,-0.074069029,100,5.85,50.3
2015,Male,Changchun,125.3278,43.88126,117,14.95,-0.06227667,100,5.85,50.3
2015,Male,Changchun,125.3278,43.88126,121,15.02,-0.084673927,100,5.85,50.3
2015,Female,Changchun,125.3278,43.88126,111,16.17,0.058559236,100,5.85,50.3
2015,Male,Changchun,125.3278,43.88126,118.5,14.25,-0.120488719,100,5.85,50.3
2015,Female,Changchun,125.3278,43.88126,114.8333333,14.37,-0.08679408,100,5.85,50.3
2015,Female,Changchun,125.3278,43.88126,113.8333333,14.31,-0.083935444,100,5.85,50.3
2015,Male,Changchun,125.3278,43.88126,118,14.04,-0.131930507,100,5.85,50.3
2015,Female,Changchun,125.3278,43.88126,112.5,14.56,-0.057128813,100,5.85,50.3
2015,Male,Changchun,125.3278,43.88126,119,14.48,-0.107867623,100,5.85,50.3
2015,Male,Changchun,125.3278,43.88126,116,14.16,-0.109655121,100,5.85,50.3
2015,Female,Changchun,125.3278,43.88126,114,14.65,-0.061631778,100,5.85,50.3
2015,Male,Harbin,126.6091,45.76124,115.6666667,14.88,-0.057741012,100,4.87,47.78
2015,Male,Harbin,126.6091,45.76124,115.8333333,15.22,-0.036308106,100,4.87,47.78
2015,Female,Harbin,126.6091,45.76124,114,15.91,0.020875729,100,4.87,47.78
2015,Male,Harbin,126.6091,45.76124,117.5,16.06,0.00590998,100,4.87,47.78
2015,Female,Harbin,126.6091,45.76124,108.8333333,17.58,0.158036292,100,4.87,47.78
2015,Male,Harbin,126.6091,45.76124,115.8333333,14.81,-0.06361583,100,4.87,47.78
2015,Female,Harbin,126.6091,45.76124,113.1666667,14.44,-0.070162286,100,4.87,47.78
2015,Male,Harbin,126.6091,45.76124,116.6666667,14.65,-0.080250301,100,4.87,47.78
2015,Female,Harbin,126.6091,45.76124,113,13.48,-0.137770555,100,4.87,47.78
2015,Female,Harbin,126.6091,45.76124,114.8333333,16.39,0.044734613,100,4.87,47.78
2015,Male,Harbin,126.6091,45.76124,112.5,14.36,-0.070960293,100,4.87,47.78
2015,Female,Harbin,126.6091,45.76124,113.5,15.71,0.01176475,100,4.87,47.78
2015,Male,Harbin,126.6091,45.76124,111.6666667,14.39,-0.062886578,100,4.87,47.78
2015,Male,Harbin,126.6091,45.76124,115.5,13.43,-0.159106942,100,4.87,47.78
2015,Male,Harbin,126.6091,45.76124,118.1666667,14.81,-0.079674785,100,4.87,47.78
2015,Female,Harbin,126.6091,45.76124,114.6666667,19.27,0.207782222,100,4.87,47.78
2015,Male,Harbin,126.6091,45.76124,118.1666667,15.02,-0.065594767,100,4.87,47.78
2015,Female,Harbin,126.6091,45.76124,117.1666667,16.42,0.03036592,100,4.87,47.78
2015,Male,Harbin,126.6091,45.76124,112.6666667,14.65,-0.052158551,100,4.87,47.78
2015,Female,Harbin,126.6091,45.76124,115.8333333,15.33,-0.029106766,100,4.87,47.78
2015,Female,Harbin,126.6091,45.76124,115.8333333,17.53,0.10499524,100,4.87,47.78
2015,Male,Harbin,126.6091,45.76124,117.1666667,15.08,-0.054764822,100,4.87,47.78
2015,Male,Harbin,126.6091,45.76124,115.6666667,13.64,-0.144752389,100,4.87,47.78
2015,Female,Harbin,126.6091,45.76124,117.3333333,16.17,0.013878905,100,4.87,47.78
2015,Male,Harbin,126.6091,45.76124,119.6666667,14.32,-0.12347727,100,4.87,47.78
2015,Male,Harbin,126.6091,45.76124,120.1666667,14.37,-0.12334913,100,4.87,47.78
2015,Male,Harbin,126.6091,45.76124,115.6666667,13.11,-0.184383744,100,4.87,47.78
2015,Female,Harbin,126.6091,45.76124,118.5,14.01,-0.137474265,100,4.87,47.78
2015,Female,Harbin,126.6091,45.76124,113.5,17.74,0.133289275,100,4.87,47.78
2015,Male,Harbin,126.6091,45.76124,117.5,14.58,-0.090771002,100,4.87,47.78
2015,Male,Harbin,126.6091,45.76124,116,14.89,-0.059386362,100,4.87,47.78
2015,Female,Harbin,126.6091,45.76124,114.5,16.69,0.0652137,100,4.87,47.78
2015,Male,Harbin,126.6091,45.76124,114.1666667,13.18,-0.16854794,100,4.87,47.78
2015,Female,Harbin,126.6091,45.76124,116,17.55,0.104977741,100,4.87,47.78
2015,Male,Harbin,126.6091,45.76124,115.5,14.04,-0.114687554,100,4.87,47.78
2015,Female,Harbin,126.6091,45.76124,117.3333333,17.63,0.100323228,100,4.87,47.78
2015,Female,Harbin,126.6091,45.76124,110.3333333,13.18,-0.1410472,100,4.87,47.78
2015,Male,Harbin,126.6091,45.76124,118.5,14.46,-0.105859409,100,4.87,47.78
2015,Female,Harbin,126.6091,45.76124,112,14.33,-0.069464905,100,4.87,47.78
2015,Male,Harbin,126.6091,45.76124,117.5,14.46,-0.099035512,100,4.87,47.78
2015,Male,Harbin,126.6091,45.76124,117.5,14.43,-0.101112356,100,4.87,47.78
